WordId,Word,Reading,Difficulty,Category,RequiredLevel,ResearchTimeSeconds
4804,一週間,いっしゅうかん,6,OBJECT,11,1080
4805,一瞬,いっしゅん,4,OBJECT,7,480
4806,一緒,いっしょ,3,ADJECTIVE,5,270
4807,一緒に,いっしょに,4,OTHER,7,480
4808,一助,いちじょ,3,OBJECT,5,270
4809,一条,いちじょう,4,OBJECT,7,480
4810,一審,いっしん,3,OBJECT,5,270
4811,一心に,いっしんに,4,OTHER,7,480
4812,一人で,ひとりで,3,OTHER,5,270
4813,一人前,いちにんまえ,5,ADJECTIVE,9,750
4814,一人息子,ひとりむすこ,5,OBJECT,9,750
4815,一人物,いちじんぶつ,5,OBJECT,9,750
4816,一人歩き,ひとりあるき,5,VERB,9,750
4817,一人娘,ひとりむすめ,5,OBJECT,9,750
4818,一寸,ちょっと,3,OTHER,5,270
4819,一生懸命,いっしょうけんめい,8,ADJECTIVE,15,1920
4820,一斉,いっせい,3,OBJECT,5,270
4821,一斉に,いっせいに,4,OTHER,7,480
4822,一昔,ひとむかし,4,OBJECT,7,480
4823,一石,いっせき,3,OBJECT,5,270
4824,一石二鳥,いっせきにちょう,7,OTHER,13,1470
4825,一切,いっさい,3,ADJECTIVE,5,270
4826,１０００,いっせん,3,OTHER,5,270
4827,一層,いっそう,3,OBJECT,5,270
4828,一息,ひといき,3,OBJECT,5,270
4829,一足,いっそく,3,OBJECT,5,270
4830,一足,ひとあし,3,OBJECT,5,270
4831,一族,いちぞく,3,OBJECT,5,270
4832,一打,いちだ,2,OBJECT,3,120
4833,一体,いったい,3,OBJECT,5,270
4834,１対１,いちたいいち,5,ADJECTIVE,9,750
4835,一代,いちだい,3,OBJECT,5,270
4836,一旦,いったん,3,OTHER,5,270
4837,一団,いちだん,3,OBJECT,5,270
4838,一段落,いちだんらく,5,VERB,9,750
4839,一男,いちなん,3,OBJECT,5,270
4840,一致,いっち,2,VERB,3,120
4841,一着,いっちゃく,4,VERB,7,480
4842,一丁,いっちょう,4,OBJECT,7,480
4843,一直線,いっちょくせん,6,OBJECT,11,1080
4844,一通,いっつう,3,OBJECT,5,270
4845,一通り,ひととおり,4,ADJECTIVE,7,480
4846,一定,いってい,3,VERB,5,270
4847,一点,いってん,3,OBJECT,5,270
4848,一党,いっとう,3,OBJECT,5,270
4849,一同,いちどう,3,OBJECT,5,270
4850,一日中,いちにちじゅう,6,OBJECT,11,1080
4851,一任,いちにん,3,VERB,5,270
4852,一年間,いちねんかん,5,OBJECT,9,750
4853,一年生,いちねんせい,5,PLANT,9,750
4854,一年中,いちねんじゅう,6,OBJECT,11,1080
4855,一派,いっぱ,2,OBJECT,3,120
4856,一敗,いっぱい,3,VERB,5,270
4857,一倍,いちばい,3,OBJECT,5,270
4858,一泊,いっぱく,3,VERB,5,270
4859,一発,いっぱつ,3,OBJECT,5,270
4860,一般,いっぱん,3,ADJECTIVE,5,270
4861,一般に,いっぱんに,4,OTHER,7,480
4862,一般人,いっぱんじん,5,OBJECT,9,750
4863,一般的,いっぱんてき,5,ADJECTIVE,9,750
4864,一晩,ひとばん,3,OBJECT,5,270
4865,一番,いちばん,3,ADJECTIVE,5,270
4866,一番手,いちばんて,4,OBJECT,7,480
4867,一番乗り,いちばんのり,5,VERB,9,750
4868,一匹,いっぴき,3,OBJECT,5,270
4869,一票,いっぴょう,4,OBJECT,7,480
4870,一品,いっぴん,3,OBJECT,5,270
4871,一部,いちぶ,2,OBJECT,3,120
4872,一部分,いちぶぶん,4,OBJECT,7,480
4873,一風,いっぷう,3,OBJECT,5,270
4874,一文,いちもん,3,OBJECT,5,270
4875,一変,いっぺん,3,VERB,5,270
4876,一辺倒,いっぺんとう,5,OBJECT,9,750
4877,一歩,いっぽ,2,OBJECT,3,120
4878,一方,いっぽう,3,OBJECT,5,270
4879,一方通行,いっぽうつうこう,7,ADJECTIVE,13,1470
4880,一方的,いっぽうてき,5,ADJECTIVE,9,750
4881,一本,いっぽん,3,OBJECT,5,270
4882,一枚,いちまい,3,OBJECT,5,270
4883,一枚岩,いちまいいわ,5,OBJECT,9,750
4884,一幕,ひとまく,3,OBJECT,5,270
4885,一抹,いちまつ,3,ADJECTIVE,5,270
4886,一面,いちめん,3,OBJECT,5,270
4887,一目,ひとめ,2,OBJECT,3,120
4888,一躍,いちやく,3,VERB,5,270
4889,一様,いちよう,3,ADJECTIVE,5,270
4890,一翼,いちよく,3,OBJECT,5,270
4891,一覧,いちらん,3,VERB,5,270
4892,一覧表,いちらんひょう,6,OBJECT,11,1080
4893,一里塚,いちりづか,4,OBJECT,7,480
4894,一律,いちりつ,3,ADJECTIVE,5,270
4895,一流,いちりゅう,4,ADJECTIVE,7,480
4896,一両,いちりょう,4,OBJECT,7,480
4897,一塁,いちるい,3,OBJECT,5,270
4898,一例,いちれい,3,OBJECT,5,270
4899,一連,いちれん,3,ADJECTIVE,5,270
4900,溢れる,あふれる,3,VERB,5,270
4901,逸らす,そらす,2,VERB,3,120
4902,いち早く,いちはやく,4,OTHER,7,480
4903,逸脱,いつだつ,3,VERB,5,270
4904,逸話,いつわ,2,OBJECT,3,120
4905,稲,いね,1,OBJECT,1,30
4906,稲刈り,いねかり,3,OBJECT,5,270
4907,稲妻,いなずま,3,OBJECT,5,270
4908,稲作,いなさく,3,OBJECT,5,270
4909,稲穂,いなほ,2,OBJECT,3,120
4910,芋,いも,1,OBJECT,1,30
4911,印,しるし,2,OBJECT,3,120
4912,印鑑,いんかん,3,OBJECT,5,270
4913,印刷,いんさつ,3,VERB,5,270
4914,印紙,いんし,2,OBJECT,3,120
4915,印象,いんしょう,4,OBJECT,7,480
4916,印象的,いんしょうてき,6,ADJECTIVE,11,1080
4917,印税,いんぜい,3,OBJECT,5,270
4918,員数,いんずう,3,OBJECT,5,270
4919,因みに,ちなみに,3,OTHER,5,270
4920,依る,よる,1,VERB,1,30
4921,因縁,いんねん,3,OBJECT,5,270
4922,因果,いんが,2,ADJECTIVE,3,120
4923,惹かれる,ひかれる,3,VERB,5,270
4924,引き下げ,ひきさげ,3,OBJECT,5,270
4925,引き起こす,ひきおこす,4,VERB,7,480
4926,引き継ぐ,ひきつぐ,3,VERB,5,270
4927,引き取る,ひきとる,3,VERB,5,270
4928,引きずる,ひきずる,3,VERB,5,270
4929,引き締まる,ひきしまる,4,VERB,7,480
4930,引き抜く,ひきぬく,3,VERB,5,270
4931,引き分け,ひきわけ,3,OBJECT,5,270
4932,引き返す,ひきかえす,4,VERB,7,480
4933,引き戻す,ひきもどす,4,VERB,7,480
4934,引き離す,ひきはなす,4,VERB,7,480
4935,引き裂く,ひきさく,3,VERB,5,270
4936,引く,ひく,1,VERB,1,30
4937,引け目,ひけめ,2,OBJECT,3,120
4938,ひっくり返る,ひっくりかえる,6,VERB,11,1080
4939,引っ越す,ひっこす,3,VERB,5,270
4940,引っかかる,ひっかかる,4,VERB,7,480
4941,引っ掛ける,ひっかける,4,VERB,7,480
4942,引っ込む,ひっこむ,3,VERB,5,270
4943,引責,いんせき,3,VERB,5,270
4944,引退,いんたい,3,VERB,5,270
4945,引用,いんよう,3,VERB,5,270
4946,引力,いんりょく,4,OBJECT,7,480
4947,飲む,のむ,1,VERB,1,30
4948,飲酒,いんしゅ,3,VERB,5,270
4949,飲酒運転,いんしゅうんてん,7,OBJECT,13,1470
4950,飲食,いんしょく,4,VERB,7,480
4951,飲食店,いんしょくてん,6,OBJECT,11,1080
4952,飲料,いんりょう,4,OBJECT,7,480
4953,飲料水,いんりょうすい,6,OBJECT,11,1080
4954,院長,いんちょう,4,OBJECT,7,480
4955,陰気,いんき,2,ADJECTIVE,3,120
4956,陰口,かげぐち,3,ADJECTIVE,5,270
4957,陰性,いんせい,3,ADJECTIVE,5,270
4958,陰謀,いんぼう,3,OBJECT,5,270
4959,隠し引き出し,かくしひきだし,6,OBJECT,11,1080
4960,隠す,かくす,2,VERB,3,120
4961,隠れる,かくれる,3,VERB,5,270
4962,隠居,いんきょ,3,VERB,5,270
4963,隠語,いんご,2,OBJECT,3,120
4964,隠匿,いんとく,3,VERB,5,270
4965,隠滅,いんめつ,3,VERB,5,270
4966,韻律,いんりつ,3,OBJECT,5,270
4967,右,みぎ,1,ADJECTIVE,1,30
4968,右往左往,うおうさおう,5,VERB,9,750
4969,右下,みぎした,3,ADJECTIVE,5,270
4970,右手,みぎて,2,ADJECTIVE,3,120
4971,右上,みぎうえ,3,ADJECTIVE,5,270
4972,右折,うせつ,2,VERB,3,120
4973,右足,みぎあし,3,OBJECT,5,270
4974,右派,うは,1,ADJECTIVE,1,30
4975,右方,うほう,2,ADJECTIVE,3,120
4976,右翼,うよく,2,ADJECTIVE,3,120
4977,右腕,みぎうで,3,OBJECT,5,270
4978,宇宙,うちゅう,3,OBJECT,5,270
4979,宇宙空間,うちゅうくうかん,7,PLACE,13,1470
4980,宇宙飛行士,うちゅうひこうし,7,OBJECT,13,1470
4981,烏,からす,2,OBJECT,3,120
4982,羽,はね,1,OBJECT,1,30
4983,羽衣,はごろも,3,OBJECT,5,270
4984,羽織,はおり,2,OBJECT,3,120
4985,羽毛,うもう,2,OBJECT,3,120
4986,羽目,はめ,1,OBJECT,1,30
4987,雨雲,あまぐも,3,OBJECT,5,270
4988,雨具,あまぐ,2,OBJECT,3,120
4989,雨戸,あまど,2,OBJECT,3,120
4990,雨宿り,あまやどり,4,VERB,7,480
4991,雨天,うてん,2,OBJECT,3,120
4992,雨量,うりょう,3,OBJECT,5,270
4993,雨漏り,あまもり,3,VERB,5,270
4994,丑,うし,1,OBJECT,1,30
4995,渦,うず,1,OBJECT,1,30
4996,渦巻き,うずまき,3,OBJECT,5,270
4997,渦中,かちゅう,3,ADJECTIVE,5,270
4998,嘘,うそ,1,ADJECTIVE,1,30
4999,嘘つき,うそつき,3,OBJECT,5,270
5000,鰻,うなぎ,2,OBJECT,3,120
5001,浦,うら,1,OBJECT,1,30
5002,噂,うわさ,2,VERB,3,120
5003,運ぶ,はこぶ,2,VERB,3,120
5004,運良く,うんよく,3,OTHER,5,270
5005,運営,うんえい,3,VERB,5,270
5006,運河,うんが,2,OBJECT,3,120
5007,運休,うんきゅう,4,VERB,7,480
5008,運航,うんこう,3,VERB,5,270
5009,運賃,うんちん,3,OBJECT,5,270
5010,運転,うんてん,3,VERB,5,270
5011,運転士,うんてんし,4,OBJECT,7,480
5012,運転手,うんてんしゅ,5,PERSON,9,750
5013,運転免許,うんてんめんきょ,7,OBJECT,13,1470
5014,運動,うんどう,3,VERB,5,270
5015,運動会,うんどうかい,5,OBJECT,9,750
5016,運動場,うんどうじょう,6,OBJECT,11,1080
5017,運動不足,うんどうぶそく,6,ADJECTIVE,11,1080
5018,運搬,うんぱん,3,VERB,5,270
5019,運命,うんめい,3,ADJECTIVE,5,270
5020,運輸,うんゆ,2,OBJECT,3,120
5021,運輸省,うんゆしょう,5,OBJECT,9,750
5022,運用,うんよう,3,VERB,5,270
5023,雲,くも,1,OBJECT,1,30
5024,雲行き,くもゆき,3,OBJECT,5,270
5025,雲泥の差,うんでいのさ,5,OBJECT,9,750
5026,餌,えさ,1,OBJECT,1,30
5027,営み,いとなみ,3,OBJECT,5,270
5028,営む,いとなむ,3,VERB,5,270
5029,営業,えいぎょう,4,VERB,7,480
5030,営業マン,えいぎょうまん,6,OBJECT,11,1080
5031,営業時間,えいぎょうじかん,7,OBJECT,13,1470
5032,営繕,えいぜん,3,VERB,5,270
5033,営団,えいだん,3,OBJECT,5,270
5034,営利,えいり,2,OBJECT,3,120
5035,影絵,かげえ,2,OBJECT,3,120
5036,影響,えいきょう,4,VERB,7,480
5037,影響力,えいきょうりょく,7,OBJECT,13,1470
5038,映画,えいが,2,OBJECT,3,120
5039,映画館,えいがかん,4,OBJECT,7,480
5040,映像,えいぞう,3,OBJECT,5,270
5041,栄える,さかえる,3,VERB,5,270
5042,栄冠,えいかん,3,OBJECT,5,270
5043,栄枯,えいこ,2,OBJECT,3,120
5044,栄光,えいこう,3,OBJECT,5,270
5045,栄誉,えいよ,2,OBJECT,3,120
5046,栄養,えいよう,3,OBJECT,5,270
5047,栄養士,えいようし,4,OBJECT,7,480
5048,栄養失調,えいようしっちょう,8,ADJECTIVE,15,1920
5049,栄養素,えいようそ,4,OBJECT,7,480
5050,永遠,えいえん,3,ADJECTIVE,5,270
5051,永住,えいじゅう,4,VERB,7,480
5052,永続,えいぞく,3,VERB,5,270
5053,永代,えいたい,3,OBJECT,5,270
5054,泳ぐ,およぐ,2,VERB,3,120
5055,英会話,えいかいわ,4,OBJECT,7,480
5056,英気,えいき,2,OBJECT,3,120
5057,英語,えいご,2,OBJECT,3,120
5058,英国,えいこく,3,OBJECT,5,270
5059,英字,えいじ,2,OBJECT,3,120
5060,英数字,えいすうじ,4,OBJECT,7,480
5061,英単語,えいたんご,4,OBJECT,7,480
5062,英文,えいぶん,3,OBJECT,5,270
5063,英文学,えいぶんがく,5,OBJECT,9,750
5064,英訳,えいやく,3,VERB,5,270
5065,英雄,えいゆう,3,OBJECT,5,270
5066,英和,えいわ,2,OBJECT,3,120
5067,衛星,えいせい,3,PLACE,5,270
5068,詠む,よむ,1,VERB,1,30
5069,鋭い,するどい,3,ADJECTIVE,5,270
5070,鋭角,えいかく,3,OBJECT,5,270
5071,鋭敏,えいびん,3,ADJECTIVE,5,270
5072,液,えき,1,OBJECT,1,30
5073,液化,えきか,2,VERB,3,120
5074,液晶,えきしょう,4,OBJECT,7,480
5075,液体,えきたい,3,OBJECT,5,270
5076,駅員,えきいん,3,OBJECT,5,270
5077,駅前,えきまえ,3,OBJECT,5,270
5078,駅長,えきちょう,4,OBJECT,7,480
5079,駅伝,えきでん,3,OBJECT,5,270
5080,駅弁,えきべん,3,OBJECT,5,270
5081,越す,こす,1,VERB,1,30
5082,越境,えっきょう,4,VERB,7,480
5083,越権,えっけん,3,ADJECTIVE,5,270
5084,越冬,えっとう,3,VERB,5,270
5085,越年,えつねん,3,VERB,5,270
5086,閲覧,えつらん,3,VERB,5,270
5087,円,えん,1,OBJECT,1,30
5088,円安,えんやす,3,OBJECT,5,270
5089,円建て,えんだて,3,ADJECTIVE,5,270
5090,円弧,えんこ,2,OBJECT,3,120
5091,円高,えんだか,3,OBJECT,5,270
5092,円周,えんしゅう,4,ADJECTIVE,7,480
5093,円熟,えんじゅく,4,VERB,7,480
5094,円卓,えんたく,3,OBJECT,5,270
5095,円柱,えんちゅう,4,ADJECTIVE,7,480
5096,円筒,えんとう,3,OBJECT,5,270
5097,円盤,えんばん,3,ADJECTIVE,5,270
5098,円満,えんまん,3,ADJECTIVE,5,270
5099,園芸,えんげい,3,ADJECTIVE,5,270
5100,園児,えんじ,2,OBJECT,3,120
5101,園長,えんちょう,4,OBJECT,7,480
5102,宴,うたげ,2,OBJECT,3,120
5103,宴会,えんかい,3,OBJECT,5,270
5104,宴席,えんせき,3,OBJECT,5,270
5105,延べ,のべ,1,OBJECT,1,30
5106,延期,えんき,2,VERB,3,120
5107,延滞,えんたい,3,VERB,5,270
5108,延命,えんめい,3,VERB,5,270
5109,援軍,えんぐん,3,OBJECT,5,270
5110,援助,えんじょ,3,VERB,5,270
5111,沿って,そって,2,OTHER,3,120
5112,沿革,えんかく,3,OBJECT,5,270
5113,沿岸,えんがん,3,OBJECT,5,270
5114,沿線,えんせん,3,ADJECTIVE,5,270
5115,沿道,えんどう,3,ADJECTIVE,5,270
5116,演じる,えんじる,3,VERB,5,270
5117,演ずる,えんずる,3,VERB,5,270
5118,演歌,えんか,2,OBJECT,3,120
5119,演技,えんぎ,2,VERB,3,120
5120,演劇,えんげき,3,ADJECTIVE,5,270
5121,演算,えんざん,3,VERB,5,270
5122,演出,えんしゅつ,4,VERB,7,480
5123,演説,えんぜつ,3,VERB,5,270
5124,演奏会,えんそうかい,5,OBJECT,9,750
5125,演壇,えんだん,3,OBJECT,5,270
5126,演目,えんもく,3,OBJECT,5,270
5127,炎,ほのお,2,OBJECT,3,120
5128,炎症,えんしょう,4,OBJECT,7,480
5129,炎上,えんじょう,4,VERB,7,480
5130,炎天,えんてん,3,OBJECT,5,270
5131,煙,けむり,2,OBJECT,3,120
5132,煙い,けむい,2,ADJECTIVE,3,120
5133,煙たい,けむたい,3,ADJECTIVE,5,270
5134,煙る,けむる,2,VERB,3,120
5135,煙突,えんとつ,3,OBJECT,5,270
5136,燕,つばめ,2,OBJECT,3,120
5137,猿,さる,1,OBJECT,1,30
5138,縁,ふち,1,OBJECT,1,30
5139,縁側,えんがわ,3,OBJECT,5,270
5140,艶,つや,1,OBJECT,1,30
5141,遠い,とおい,2,ADJECTIVE,3,120
5142,遠く,とおく,2,ADJECTIVE,3,120
5143,遠ざかる,とおざかる,4,VERB,7,480
5144,遠泳,えんえい,3,VERB,5,270
5145,遠距離,えんきょり,4,ADJECTIVE,7,480
5146,遠近法,えんきんほう,5,OBJECT,9,750
5147,遠心力,えんしんりょく,6,OBJECT,11,1080
5148,遠征,えんせい,3,VERB,5,270
5149,遠浅,とおあさ,3,ADJECTIVE,5,270
5150,遠足,えんそく,3,VERB,5,270
5151,遠方,えんぽう,3,OBJECT,5,270
5152,遠慮,えんりょ,3,VERB,5,270
5153,鉛,なまり,2,OBJECT,3,120
5154,鉛筆,えんぴつ,3,OBJECT,5,270
5155,塩酸,えんさん,3,OBJECT,5,270
5156,塩素,えんそ,2,OBJECT,3,120
5157,塩田,えんでん,3,OBJECT,5,270
5158,塩分,えんぶん,3,OBJECT,5,270
5159,塩味,しおあじ,3,ADJECTIVE,5,270
5160,汚い,きたない,3,ADJECTIVE,5,270
5161,汚す,よごす,2,VERB,3,120
5162,汚れる,よごれる,3,VERB,5,270
5163,汚職,おしょく,3,VERB,5,270
5164,汚水,おすい,2,OBJECT,3,120
5165,汚染,おせん,2,VERB,3,120
5166,汚濁,おだく,2,VERB,3,120
5167,汚点,おてん,2,OBJECT,3,120
5168,汚物,おぶつ,2,OBJECT,3,120
5169,汚名,おめい,2,OBJECT,3,120
5170,凹む,へこむ,2,VERB,3,120
5171,凹凸,おうとつ,3,OBJECT,5,270
5172,奥,おく,1,OBJECT,1,30
5173,奥さん,おくさん,3,OBJECT,5,270
5174,奥行き,おくゆき,3,OBJECT,5,270
5175,奥山,おくやま,3,OBJECT,5,270
5176,奥様,おくさま,3,OBJECT,5,270
5177,往診,おうしん,3,VERB,5,270
5178,往生,おうじょう,4,VERB,7,480
5179,往年,おうねん,3,ADJECTIVE,5,270
5180,往復,おうふく,3,VERB,5,270
5181,往来,おうらい,3,VERB,5,270
5182,応える,こたえる,3,VERB,5,270
5183,応じる,おうじる,3,VERB,5,270
5184,応援,おうえん,3,VERB,5,270
5185,応急,おうきゅう,4,ADJECTIVE,7,480
5186,応酬,おうしゅう,4,VERB,7,480
5187,応召,おうしょう,4,VERB,7,480
5188,応接,おうせつ,3,VERB,5,270
5189,応対,おうたい,3,VERB,5,270
5190,応答,おうとう,3,VERB,5,270
5191,応分,おうぶん,3,ADJECTIVE,5,270
5192,応募,おうぼ,2,VERB,3,120
5193,応募者,おうぼしゃ,4,OBJECT,7,480
5194,応用,おうよう,3,VERB,5,270
5195,押し,おし,1,OBJECT,1,30
5196,押し込む,おしこむ,3,VERB,5,270
5197,押し切る,おしきる,3,VERB,5,270
5198,押し入る,おしいる,3,VERB,5,270
5199,押し付ける,おしつける,4,VERB,7,480
5200,押し問答,おしもんどう,5,VERB,9,750
5201,押す,おす,1,VERB,1,30
5202,旺盛,おうせい,3,ADJECTIVE,5,270
5203,横,よこ,1,OBJECT,1,30
5204,横たわる,よこたわる,4,VERB,7,480
5205,横顔,よこがお,3,OBJECT,5,270
5206,横綱,よこづな,3,OBJECT,5,270
5207,横行,おうこう,3,VERB,5,270
5208,横取り,よこどり,3,VERB,5,270
5209,横書き,よこがき,3,OBJECT,5,270
5210,横切る,よこぎる,3,VERB,5,270
5211,横線,おうせん,3,OBJECT,5,270
5212,横断,おうだん,3,VERB,5,270
5213,横断歩道,おうだんほどう,6,OBJECT,11,1080
5214,横着,おうちゃく,4,VERB,7,480
5215,横転,おうてん,3,VERB,5,270
5216,横道,よこみち,3,OBJECT,5,270
5217,横幅,よこはば,3,OBJECT,5,270
5218,横文字,よこもじ,3,OBJECT,5,270
5219,横柄,おうへい,3,ADJECTIVE,5,270
5220,横暴,おうぼう,3,ADJECTIVE,5,270
5221,横目,よこめ,2,OBJECT,3,120
5222,横領,おうりょう,4,VERB,7,480
5223,殴り込み,なぐりこみ,4,OBJECT,7,480
5224,殴る,なぐる,2,VERB,3,120
5225,殴打,おうだ,2,VERB,3,120
5226,王位,おうい,2,OBJECT,3,120
5227,王冠,おうかん,3,ADJECTIVE,5,270
5228,王国,おうこく,3,OBJECT,5,270
5229,王座,おうざ,2,OBJECT,3,120
5230,王子,おうじ,2,PERSON,3,120
5231,王室,おうしつ,3,OBJECT,5,270
5232,王者,おうじゃ,3,OBJECT,5,270
5233,王手,おうて,2,VERB,3,120
5234,王女,おうじょ,3,PERSON,5,270
5235,王族,おうぞく,3,OBJECT,5,270
5236,王朝,おうちょう,4,OBJECT,7,480
5237,王妃,おうひ,2,OBJECT,3,120
5238,王様,おうさま,3,PERSON,5,270
5239,王立,おうりつ,3,ADJECTIVE,5,270
5240,襖,ふすま,2,OBJECT,3,120
5241,鴎,かもめ,2,OBJECT,3,120
5242,黄金,おうごん,3,ADJECTIVE,5,270
5243,黄金時代,おうごんじだい,6,OBJECT,11,1080
5244,黄色い,きいろい,3,ADJECTIVE,5,270
5245,黄身,きみ,1,PERSON,1,30
5246,沖,おき,1,OBJECT,1,30
5247,沖縄,おきなわ,3,OBJECT,5,270
5248,荻,おぎ,1,OBJECT,1,30
5249,屋外,おくがい,3,ADJECTIVE,5,270
5250,屋根,やね,1,OBJECT,1,30
5251,屋上,おくじょう,4,OBJECT,7,480
5252,屋台,やたい,2,OBJECT,3,120
5253,屋内,おくない,3,ADJECTIVE,5,270
5254,臆病,おくびょう,4,ADJECTIVE,7,480
5255,牡蠣,かき,1,OBJECT,1,30
5256,乙,おつ,1,ADJECTIVE,1,30
5257,卸す,おろす,2,VERB,3,120
5258,恩給,おんきゅう,4,ADJECTIVE,7,480
5259,恩恵,おんけい,3,OBJECT,5,270
5260,恩師,おんし,2,OBJECT,3,120
5261,恩赦,おんしゃ,3,OBJECT,5,270
5262,恩人,おんじん,3,OBJECT,5,270
5263,恩知らず,おんしらず,4,ADJECTIVE,7,480
5264,恩返し,おんがえし,4,VERB,7,480
5265,温い,ぬるい,2,ADJECTIVE,3,120
5266,温もり,ぬくもり,3,OBJECT,5,270
5267,温厚,おんこう,3,ADJECTIVE,5,270
5268,温室,おんしつ,3,OBJECT,5,270
5269,温床,おんしょう,4,OBJECT,7,480
5270,温泉,おんせん,3,OBJECT,5,270
5271,温存,おんぞん,3,VERB,5,270
5272,温帯,おんたい,3,OBJECT,5,270
5273,温暖,おんだん,3,ADJECTIVE,5,270
5274,温度,おんど,2,OBJECT,3,120
5275,温度計,おんどけい,4,OBJECT,7,480
5276,穏やか,おだやか,3,ADJECTIVE,5,270
5277,穏健,おんけん,3,ADJECTIVE,5,270
5278,穏当,おんとう,3,ADJECTIVE,5,270
5279,穏便,おんびん,3,ADJECTIVE,5,270
5280,音階,おんかい,3,OBJECT,5,270
5281,音楽,おんがく,3,OBJECT,5,270
5282,音響,おんきょう,4,OBJECT,7,480
5283,音訓,おんくん,3,OBJECT,5,270
5284,音声,おんせい,3,OBJECT,5,270
5285,音程,おんてい,3,OBJECT,5,270
5286,音読,おんどく,3,VERB,5,270
5287,音読み,おんよみ,3,VERB,5,270
5288,音符,おんぷ,2,OBJECT,3,120
5289,音量,おんりょう,4,OBJECT,7,480
5290,下,した,1,ADJECTIVE,1,30
5291,下がる,さがる,2,VERB,3,120
5292,下げる,さげる,2,VERB,3,120
5293,下さい,ください,3,OTHER,5,270
5294,下さる,くださる,3,VERB,5,270
5295,下す,くだす,2,VERB,3,120
5296,下っ腹,したっぱら,4,OBJECT,7,480
5297,下らない,くだらない,4,ADJECTIVE,7,480
5298,下り,くだり,2,ADJECTIVE,3,120
5299,下り坂,くだりざか,4,OBJECT,7,480
5300,下る,くだる,2,VERB,3,120
5301,下位,かい,1,ADJECTIVE,1,30
5302,下院,かいん,2,OBJECT,3,120
5303,下火,したび,2,OBJECT,3,120
5304,下界,げかい,2,OBJECT,3,120
5305,下期,しもき,2,OBJECT,3,120
5306,下級,かきゅう,3,ADJECTIVE,5,270
5307,下見,したみ,2,VERB,3,120
5308,下限,かげん,2,OBJECT,3,120
5309,下戸,げこ,1,OBJECT,1,30
5310,下山,げざん,2,VERB,3,120
5311,下肢,かし,1,OBJECT,1,30
5312,下車,げしゃ,2,VERB,3,120
5313,下手,したて,2,OBJECT,3,120
5314,下手,へた,1,ADJECTIVE,1,30
5315,下手投げ,したてなげ,4,OBJECT,7,480
5316,下宿,げしゅく,3,VERB,5,270
5317,下旬,げじゅん,3,OBJECT,5,270
5318,下書き,したがき,3,VERB,5,270
5319,下水,げすい,2,OBJECT,3,120
5320,下水道,げすいどう,4,OBJECT,7,480
5321,下駄,げた,1,OBJECT,1,30
5322,下値,したね,2,OBJECT,3,120
5323,下地,したじ,2,OBJECT,3,120
5324,下着,したぎ,2,OBJECT,3,120
5325,下町,したまち,3,OBJECT,5,270
5326,下調べ,したしらべ,4,VERB,7,480
5327,下等,かとう,2,ADJECTIVE,3,120
5328,下品,げひん,2,ADJECTIVE,3,120
5329,下敷き,したじき,3,OBJECT,5,270
5330,下方,かほう,2,ADJECTIVE,3,120
5331,下野,げや,1,VERB,1,30
5332,下落,げらく,2,VERB,3,120
5333,下痢,げり,1,VERB,1,30
5334,下流,かりゅう,3,OBJECT,5,270
5335,化ける,ばける,2,VERB,3,120
5336,化学,かがく,2,OBJECT,3,120
5337,化学肥料,かがくひりょう,6,OBJECT,11,1080
5338,化学兵器,かがくへいき,5,OBJECT,9,750
5339,化合,かごう,2,VERB,3,120
5340,化合物,かごうぶつ,4,OBJECT,7,480
5341,化成,かせい,2,VERB,3,120
5342,化石,かせき,2,VERB,3,120
5343,化繊,かせん,2,OBJECT,3,120
5344,仮,かり,1,ADJECTIVE,1,30
5345,仮に,かりに,2,OTHER,3,120
5346,仮処分,かりしょぶん,5,OBJECT,9,750
5347,仮称,かしょう,3,VERB,5,270
5348,仮想,かそう,2,VERB,3,120
5349,仮定,かてい,2,VERB,3,120
5350,仮名遣い,かなづかい,4,OBJECT,7,480
5351,仮面,かめん,2,OBJECT,3,120
5352,何か,なにか,2,OTHER,3,120
5353,何しろ,なにしろ,3,OTHER,5,270
5354,何だか,なんだか,3,OTHER,5,270
5355,何だかんだ,なんだかんだ,5,OTHER,9,750
5356,何て,なんて,2,ADJECTIVE,3,120
5357,何と,なんと,2,OTHER,3,120
5358,何とか,なんとか,3,VERB,5,270
5359,何という,なんという,4,OTHER,7,480
5360,何も,なにも,2,OTHER,3,120
5361,何やら,なにやら,3,OTHER,5,270
5362,何より,なにより,3,ADJECTIVE,5,270
5363,何れ何れ,どれどれ,3,OTHER,5,270
5364,何回,なんかい,3,OBJECT,5,270
5365,何気なく,なにげなく,4,OTHER,7,480
5366,何とも,なんとも,3,OTHER,5,270
5367,何歳,なんさい,3,OBJECT,5,270
5368,何事,なにごと,3,OBJECT,5,270
5369,何時,いつ,1,OTHER,1,30
5370,何時,なんじ,2,OBJECT,3,120
5371,いつの間にか,いつのまにか,5,OTHER,9,750
5372,何時までも,いつまでも,4,OTHER,7,480
5373,何時も,いつも,2,ADJECTIVE,3,120
5374,何時間,なんじかん,4,OTHER,7,480
5375,いつ頃,いつごろ,3,OBJECT,5,270
5376,何者,なにもの,3,OBJECT,5,270
5377,何処か,どこか,2,OBJECT,3,120
